leaf_id,category,is_healthy,area,perimeter,hull_area,convexity,compactness,major_axis,minor_axis,aspect_ratio
9-1-14 - Scan 5,healthy,1,1524664.0,23653.80275297165,2073439.5,0.7353308355512664,0.0027250357491891276,2179.2634,416.06232,5.237829
9-2 _ Leaf 10,healthy,1,1354879.5,10110.257591366768,1500319.0,0.9030609490381712,0.01325489311973499,2490.3694,343.537,7.249203
9-2 _ Leaf 8,healthy,1,950905.0,12829.830643892288,1618733.5,0.5874376480130917,0.005776905771225206,2214.3103,286.65295,7.7247076
9-2 _ Leaf 9,healthy,1,1317032.5,11323.991777062416,1603658.0,0.8212676892454626,0.010270637505378245,2625.362,307.6604,8.533312
9-3 _ Leaf 10,healthy,1,806877.5,7027.940583586693,910348.0,0.886339619574053,0.016336215088593415,1745.6024,281.60202,6.1988277
9-3 _ Leaf 8,healthy,1,484206.5,6620.984301686287,607968.0,0.7964341873256487,0.011045503021115684,1378.7584,221.58022,6.2223897
9-3 _ Leaf 9,healthy,1,764243.5,8473.802624106407,1141649.5,0.6694204307013667,0.010643269661040632,1912.6107,259.54187,7.3691797
T10-1 _ Leaf 8,healthy,1,501476.5,6755.514177441597,703870.5,0.7124556292670313,0.010988382449649304,1517.5475,206.99944,7.331167
T10-1 _ Leaf 9,healthy,1,847550.5,8827.268572449684,1068370.5,0.7933114027390311,0.010877094551466128,2132.012,241.6134,8.824063
T10-2 _ Leaf 8,healthy,1,537437.5,8181.969144701958,683248.0,0.786592130529471,0.0080280910900214,1849.695,186.78252,9.902934
T10-2 _ Leaf 9,healthy,1,786778.0,7775.7812032699585,885221.5,0.8887922401342488,0.013012601916576171,1965.6967,242.67758,8.100034
T8-1 _ Leaf 10,healthy,1,769246.5,6946.22485435009,950320.0,0.809460497516626,0.015942919515701398,1742.522,278.37936,6.259523
T8-1 _ Leaf 8,healthy,1,619255.5,7824.131489396095,790068.5,0.7837997591348091,0.010115738446539905,1888.8269,215.94012,8.746994
T8-1 _ Leaf 9,healthy,1,813547.5,9158.042300343513,1159903.5,0.7013924003160608,0.009700131559771312,2105.3455,257.29733,8.182539
T9-3 _ Leaf 10,healthy,1,883774.5,8773.33162343502,1086510.0,0.8134066874672116,0.011481863388778352,2077.9995,266.17245,7.806967
T9-3 _ Leaf 8,healthy,1,478433.5,5863.916198372841,560421.0,0.8537037334432507,0.013913810082580282,1365.614,213.88124,6.3849173
T9-3 _ Leaf 9,healthy,1,748632.0,8919.844254255295,1169999.0,0.6398569571426984,0.009409224790128547,1894.947,275.70673,6.873053
1-1-16-1-1,simulated,0,1320222.5,21653.464324355125,1842806.0,0.7164196882363092,0.0028157387166861604,1994.3805,407.6544,4.8923316
1-1-16-1-2,simulated,0,1430524.0,20818.216631412506,1892651.0,0.7558308425589293,0.0033007155677833703,2141.4524,433.1859,4.943495
1-1-16-1-3,simulated,0,1478689.0,17101.042635440826,1835160.0,0.8057548115695634,0.005056286367690072,2012.5206,446.20908,4.510264
1-1-16-1-5,simulated,0,1262132.0,23215.378099679947,1870295.5,0.6748302607796468,0.0023418186236145552,1970.0079,397.08667,4.9611535
1-1-16-2-3,simulated,0,1370523.0,20345.70871782303,1835825.5,0.7465431763530902,0.0033108589794479675,1974.1241,417.67703,4.726437
1-1-16-2-5,simulated,0,1307067.0,22048.844048023224,1847104.5,0.7076302396534685,0.002688600026670704,1975.7965,405.30728,4.874811
1-1-16-3-2,simulated,0,1313036.0,22145.14852809906,1845996.5,0.7112884558556856,0.002677438096554648,1962.6538,406.3025,4.8305235
1-1-16-3-3,simulated,0,1351603.0,21451.241893053055,1843369.5,0.7332241311359443,0.0029372726854784608,1975.861,412.12427,4.794333
1-1-16-3-4,simulated,0,1318608.5,21174.27429497242,1837092.5,0.7177692467853415,0.0029410255779408504,1978.8326,407.63312,4.8544455
1-1-16-3-5,simulated,0,1347898.5,23189.474429011345,1916201.0,0.703422292337808,0.0025065442640285237,2075.5017,407.3504,5.095126
1-1-9-2-1,simulated,0,1025286.5,10319.370289206505,1453431.5,0.7054247138582038,0.00962806128609879,2307.7102,290.47168,7.9446993
1-1-9-3-1,simulated,0,802935.5,9887.311414122581,1247313.0,0.6437321666654641,0.008213423823701799,2255.633,253.99048,8.880778
1-1-9-4-1,simulated,0,649424.0,7358.231994628906,966821.0,0.6717106889486265,0.011994478808901645,1613.6913,267.05963,6.042438
1-2-14-1-2,simulated,0,1752917.5,24448.085812211037,2313488.0,0.757694658455112,0.002932727788306828,2347.9182,421.49747,5.5704207
1-2-14-1-3,simulated,0,1727113.5,25084.987394928932,2315082.0,0.7460269225884871,0.0027446887649655517,2344.1423,417.6556,5.6126204
1-2-14-1-5,simulated,0,1786995.5,23268.120302081108,2314132.5,0.7722096725230729,0.0033006605144522325,2353.0186,420.63208,5.5940065
1-2-14-2-2,simulated,0,1921032.0,21639.629633426666,2371725.5,0.8099723176227603,0.00410237117854785,2703.3118,450.52,6.000426
1-2-14-2-3,simulated,0,1904548.0,20691.507707357407,2326081.0,0.8187797415481232,0.004448439089523862,2539.6094,446.48346,5.6880255
1-2-14-2-5,simulated,0,1748567.0,24046.97190284729,2312291.0,0.7562054257011769,0.003023858648155046,2486.83,429.70572,5.7872863
1-2-14-3-1,simulated,0,1920631.5,22296.66445839405,2372890.0,0.8094060407351373,0.00386335174473751,2591.5195,440.73322,5.8800187
1-2-14-3-2,simulated,0,1717466.5,26792.717404723167,2373381.0,0.7236370814462575,0.0023925154329853798,2426.2178,407.17624,5.958643
1-2-14-3-3,simulated,0,1792174.5,25279.334716677666,2373121.0,0.7551972697557352,0.0028044584695030047,2477.8286,420.60147,5.8911552
1-2-14-3-4,simulated,0,1728891.0,24539.108109474182,2326163.5,0.7432370940391765,0.0028711115457019064,2422.1323,419.16855,5.778421
1-2-14-3-5,simulated,0,1805127.0,23289.8776614666,2333942.0,0.7734241039408862,0.003327923601143391,2357.579,431.7111,5.4610114
1-2-15-1-1,simulated,0,1719251.5,19255.701577544212,2134705.0,0.8053813056136562,0.0046368251411550085,2256.8289,438.15622,5.15074
1-2-15-1-2,simulated,0,1722388.5,21221.342398285866,2193157.0,0.7853466486895375,0.0038245946390379785,2328.2966,434.94186,5.3531213
1-2-15-1-3,simulated,0,1571955.0,23079.721245527267,2104492.0,0.7469522336031689,0.0029510664662122004,2139.7075,416.1562,5.1415973
1-2-15-1-4,simulated,0,1686624.0,19481.517812013626,2093942.0,0.8054778976686078,0.004443986143005834,2181.9736,434.92023,5.0169516
1-2-15-1-5,simulated,0,1627831.0,20239.262102365494,2073699.0,0.7849890461441126,0.0039739277373108855,2135.3013,427.56506,4.9940968
1-2-15-2-1,simulated,0,1486168.0,25925.18544101715,2130406.0,0.6975984859224017,0.0022111803322088478,2132.1128,394.1886,5.4088645
1-2-15-2-4,simulated,0,1603305.5,21956.489585995674,2131764.5,0.752102542283634,0.0033257566652815924,2089.8413,411.1194,5.0832953
1-2-15-3-3,simulated,0,1467226.5,24897.70400059223,2121188.0,0.6917003584783621,0.0023668926627851603,2018.8301,388.83798,5.191957
1-2-15-3-5,simulated,0,1189978.5,33894.79298341274,2134596.0,0.5574724678580865,0.0010357934093797858,2197.9556,376.65982,5.8353863
1-3-10-1-1,simulated,0,544345.0,5910.99737071991,634297.0,0.8581863070454377,0.015579470951351855,1432.1658,234.05595,6.118903
1-3-10-2-1,simulated,0,439615.0,5560.6887147426605,563271.0,0.7804680162834586,0.014217241291893164,1301.0879,212.6274,6.119098
1-3-10-3-1,simulated,0,426521.5,6308.602490067482,639431.0,0.6670328776678015,0.010717033834152404,1340.9257,200.70976,6.680919
1-3-10-4-1,simulated,0,373587.0,7138.668505430222,672362.5,0.5556333079254122,0.0073309004946525355,1441.4944,186.65392,7.722819
1-3-10-5-1,simulated,0,320761.0,7242.859411239624,584975.0,0.5483328347365272,0.0061145070220244525,1309.8396,167.05463,7.840786
1-3-9-1-1,simulated,0,611589.5,8932.218925595284,886528.5,0.6898700944188484,0.00766551438195483,2143.5972,188.65332,11.362626
1-3-9-2-1,simulated,0,595595.5,9006.880832076073,1002146.5,0.5943197925652587,0.0073418004181676055,2147.8264,210.36392,10.210052
1-3-9-3-1,simulated,0,561344.5,10181.006934046745,1074079.0,0.5226286893235973,0.005415617779471651,2171.5635,180.84456,12.0079
1-3-9-4-1,simulated,0,429264.0,9635.446409225464,880383.0,0.4875877884965975,0.004623605669294086,2183.9983,163.03687,13.395733
1-3-9-5-1,simulated,0,294973.0,6362.256379842758,578600.5,0.5098042604525921,0.007287187320297135,1377.0885,161.0041,8.553126
2-1-13-1-1,simulated,0,1736422.0,29873.630303621292,2492877.0,0.6965534200042762,0.0019457152163975706,2521.6023,402.1994,6.2695327
2-1-13-1-2,simulated,0,1803326.0,27862.19049334526,2486054.5,0.7253766962872294,0.002322970689151697,2572.1877,399.083,6.445245
2-1-13-1-4,simulated,0,1791798.0,28710.208949804306,2492970.5,0.7187401535637906,0.0021737837655063643,2603.3672,406.69318,6.401305
2-1-13-2-2,simulated,0,1875779.5,26612.305279135704,2492989.0,0.7524218919537953,0.002648602543287609,2623.411,414.5431,6.3284397
2-1-13-2-3,simulated,0,1906912.5,25886.62996852398,2510735.0,0.759503691150201,0.0028456385391695013,2594.645,417.22336,6.218839
2-1-13-2-5,simulated,0,1954529.5,24745.698071837425,2491599.0,0.7844478585839856,0.00319185247443683,2609.1084,428.33524,6.0912766
